['0x013121291061493421111131049241312871055370116', '0x8234523749', '爱建集团', '731914A97V77CU6', '中颖电子', '739439P60C8CSO6', '2020-11-06 10:45:43', '增值税发票', '14.69%', 370, 39557, 39927, 1, 1, '5kg', 1604630743970366700, '0x073108141561471031141213']
['0x81414153115719913021321281313591411978135149', '0x2093601714', '移远通信', '739295PWHU3CYB2', '开创国际', '730359CMXQXO4D9', '2020-11-06 10:45:44', '专业发票', '16.81%', 997, 51297, 52294, 3, 2, '1kg', 1604630744269174000, '0x001491414812491414101048']
['0x1515714139136171115101215314412415013113271455139', '0x6519636288', '晶丰明源', '7347372A9BX0IL4', '沃施股份', '739108USVBJMV83', '2020-11-06 10:45:44', '专业发票', '10.22%', 731, 67345, 68076, 4, 1, '10kg', 1604630744269174000, '0x11881189651201103533']
['0x731415843612141599900213056313312550152114', '0x8466710497', '密尔克卫', '7397406M1NT7QR0', '柏楚电子', '7388021KSTN0P29', '2020-11-06 10:45:44', '增值税发票', '14.83%', 105, 27261, 27366, 1, 2, '5kg', 1604630744269174000, '0x22151014824634710970']
['0x1495102110121461336139141521415301031061464', '0x1868393867', '璞泰来', '7347026SMUGEPV1', '现代制药', '736977KDKUD1AG5', '2020-11-06 10:45:44', '普通发票', '10.75%', 206, 29008, 29214, 1, 1, '9kg', 1604630744269174000, '0x58272313613302106116']
['0x81311211161112956151415151091413151541213131112113', '0x7815751790', '金桥信息', '734241B9GRK34C8', '信息发展', '732897N308J4BK4', '2020-11-06 10:45:44', '专业发票', '18.49%', 168, 11305, 11473, 2, 3, '3kg', 1604630744269174000, '0x21132713212111000939']
['0x51215515014121312116108311131349128101313712141111103', '0x6852574531', '置信电气', '7334654QCYJT384', '上海环境', '738233PBCS3DBL3', '2020-11-06 10:45:44', '普通发票', '11.9%', 100, 24575, 24675, 4, 4, '7kg', 1604630744269174000, '0x14159131013201413111131712']
['0x1090152715109114151368131512152415111113700124125', '0x9261645281', '松芝股份', '733206X24M35MA7', '华贸物流', '733646088UMTNG8', '2020-11-06 10:45:44', '普通发票', '17.69%', 113, 107104, 107217, 2, 3, '9kg', 1604630744269174000, '0x103112111124411481510152']
['0x011243210143070101559310102153145663320', '0x1492033736', '三湘印象', '7387169WWD894R7', '新黄浦', '733850EXAHMGYJ1', '2020-11-06 10:45:44', '普通发票', '17.51%', 770, 65995, 66765, 2, 4, '8kg', 1604630744269174000, '0x90131573575141301101314']
['0x213571099155825141426141013505100371011691411', '0x9124445917', '上柴股份', '730422AT9W1L2MX', '华域汽车', '736195P9OS45392', '2020-11-06 10:45:44', '普通发票', '13.68%', 971, 69896, 70867, 2, 1, '5kg', 1604630744269174000, '0x569151215711706123208']
['0x3353410061111203123052831256102137153127', '0x3322390560', '宏达矿业', '734030770NJEHB8', 'ST沪科', '737385Q2XESW4N3', '2020-11-06 10:45:44', '普通发票', '12.64%', 213, 84428, 84641, 1, 1, '6kg', 1604630744269174000, '0x104414012131112113142110']
['0x3550212913715782145806615335834151015720', '0x0255168746', '置信电气', '7334654QCYJT384', '中曼石油', '738369IQBCPQ8Y3', '2020-11-06 10:45:44', '专业发票', '12.47%', 836, 80325, 81161, 2, 4, '10kg', 1604630744269174000, '0x84001212471105114435']
['0x57701011624139151066759151125134988294', '0x9643373627', '安信信托', '730117JGDPQ0IC8', '海得控制', '736059BSIW8FX25', '2020-11-06 10:45:44', '普通发票', '16.61%', 228, 49193, 49421, 1, 4, '6kg', 1604630744269174000, '0x16311115860041512543']
['0x13912112108314771002391411151544219692155', '0x1991098662', '置信电气', '7334654QCYJT384', '华丽家族', '733240U6SJXIQA5', '2020-11-06 10:45:44', '专业发票', '12.25%', 598, 86298, 86896, 3, 4, '7kg', 1604630744269174000, '0x98912779137572141268']
['0x8312845850156050481086116204141311114825', '0x6596773200', '中船科技', '7379237HDX52G01', '上海家化', '737825I51MLRB77', '2020-11-06 10:45:44', '增值税发票', '14.83%', 408, 50084, 50492, 2, 2, '8kg', 1604630744270155500, '0x11614131001131541314078']
['0x615119311112155907150131296137131022776151239', '0x4146003847', '上海临港', '733845U5RN6RSK5', 'ST长投', '733374B9KLS6S06', '2020-11-06 10:45:44', '普通发票', '18.59%', 424, 30842, 31266, 3, 1, '6kg', 1604630744270155500, '0x26871011877621119129']
['0x1211761111135131212431210412047157141151111414', '0x7750273674', '润达医疗', '736876ODGJOQIS4', '富瀚微', '731294241FWESA8', '2020-11-06 10:45:44', '增值税发票', '12.41%', 244, 90905, 91149, 3, 2, '6kg', 1604630744270155500, '0x12101211210783118810151113']
['0x14813141279111352921211212421474412891314315', '0x7380242608', '移为通信', '739030WXYQWLBF3', '强生控股', '737120FLLHCKL70', '2020-11-06 10:45:44', '增值税发票', '17.09%', 782, 71229, 72011, 4, 3, '8kg', 1604630744270155500, '0x10947330151161473723']
['0x09941810376103932111114111451311412101201410104', '0x8125628005', '巴安水务', '734156KOPSU5JQ5', '上海家化', '737825I51MLRB77', '2020-11-06 10:45:44', '专业发票', '12.74%', 735, 77702, 78437, 4, 2, '3kg', 1604630744270155500, '0x1191187413215112119151110']
['0x81474146111199690815111234554676121118411', '0x0181257908', '东富龙', '731887ICQKDTBR1', '世茂股份', '739529HJRYA7T44', '2020-11-06 10:45:44', '专业发票', '19.33%', 132, 13382, 13514, 3, 4, '1kg', 1604630744270155500, '0x1214251110141212928126015']
['0x881513187513011114031315005613691295915015', '0x9238155130', '威尔泰', '739185FCFOYGHBX', '华鑫股份', '739063KTAA7OHO7', '2020-11-06 10:45:44', '普通发票', '18.68%', 596, 32579, 33175, 1, 1, '6kg', 1604630744270155500, '0x22781100560151244129']
['0x0415015109601218811521459215971493151715010', '0x6007782359', '安信信托', '730117JGDPQ0IC8', '海得控制', '736059BSIW8FX25', '2020-11-06 10:45:44', '专业发票', '17.44%', 777, 30677, 31454, 3, 1, '6kg', 1604630744270155500, '0x111003147141371450525']
['0x890136150661140210121121110345131522141431214', '0x3217938193', '交运股份', '7360014M44J7WJ2', '光明地产', '734710V7233GV56', '2020-11-06 10:45:44', '专业发票', '12.23%', 256, 102345, 102601, 1, 1, '1kg', 1604630744270676100, '0x7121301031313011018467']
['0x134107114214563117191315061001521381731266', '0x2917685977', '华虹计通', '731091EL2JQF4AX', '亚通股份', '737707HEPL9AF52', '2020-11-06 10:45:44', '普通发票', '19.4%', 1064, 25077, 26141, 2, 1, '5kg', 1604630744270676100, '0x511414911573147111089']
['0x48731243551151818140715066109015510141215', '0x2744323728', '上海天洋', '733441WIOMYM9S4', '光明乳业', '733392XGO2IXJC1', '2020-11-06 10:45:44', '专业发票', '19.41%', 1089, 70733, 71822, 2, 1, '1kg', 1604630744270676100, '0x313801410215997147949']
['0x31271101113112914471011012101371310506015141010104', '0x5225418001', '华培动力', '7350244DDXJMB98', 'ST岩石', '730457JP1BB2KG5', '2020-11-06 10:45:44', '专业发票', '18.48%', 946, 97528, 98474, 1, 2, '2kg', 1604630744270676100, '0x512134152066137151281']
['0x13015123612811989514121003214431280927912413', '0x0251425135', '北特科技', '7331264G7YJI7B9', '开能健康', '732671A9RD43Q7X', '2020-11-06 10:45:44', '普通发票', '18.82%', 513, 24912, 25425, 1, 1, '11kg', 1604630744270676100, '0x51010571531315012141255']
['0x470131141151111111514151061132121212737241531315', '0x5810198961', '中化国际', '739874L8BDK4J56', '上海电力', '738335WE7B8HYJ9', '2020-11-06 10:45:44', '普通发票', '15.37%', 387, 95447, 95834, 1, 3, '1kg', 1604630744270676100, '0x1302813107710111872613']
['0x559112713713156741422593137153919213514912', '0x7330564208', '汉得信息', '735830YQTWOXGO3', '心脉医疗', '737353FBNQSLS11', '2020-11-06 10:45:44', '普通发票', '13.6%', 300, 13293, 13593, 1, 4, '8kg', 1604630744270676100, '0x5151551161312820121210144']
['0x1161135165910151514151541397121391212331391237', '0x1360663171', '润欣科技', '739937L6YA0SRD0', '上海雅仕', '730489Y87PHI0G5', '2020-11-06 10:45:44', '专业发票', '19.5%', 129, 16245, 16374, 2, 2, '7kg', 1604630744270676100, '0x9148211181151149128119']
['0x3231261337613858150631131017429141444131', '0x9291333096', '威派格', '732934IEPT3VCR2', '柏楚电子', '7388021KSTN0P29', '2020-11-06 10:45:44', '增值税发票', '15.02%', 783, 32092, 32875, 3, 2, '3kg', 1604630744270676100, '0x2542061296613755135']
['0x114114415110413561296113974351912771215960', '0x3550162458', '上海临港', '733845U5RN6RSK5', '申华控股', '736375XKYS179X2', '2020-11-06 10:45:44', '普通发票', '10.18%', 610, 59448, 60058, 2, 1, '11kg', 1604630744270676100, '0x1514122315014615192743']
['0x111212495621575749912119141251275321125112', '0x1184040816', '上港集团', '730093PMES3ICQ8', '安科瑞', '738566C559JDY68', '2020-11-06 10:45:44', '普通发票', '18.52%', 1050, 82897, 83947, 2, 1, '9kg', 1604630744270676100, '0x5114471051471415291110']
['0x01241201385714910210951462351115461510113953', '0x6040470625', '安硕信息', '739758Q85U0J5T6', '上海机电', '739017PGDOY03Y9', '2020-11-06 10:45:44', '普通发票', '10.19%', 458, 16539, 16997, 2, 3, '10kg', 1604630744271362500, '0x1315966821415116431046']
['0x1010071443158212535151110611147342136114279', '0x3886949775', '飞科电器', '734492OBVOW2BE8', '旗天科技', '739917AU6DQ2Y25', '2020-11-06 10:45:44', '专业发票', '15.52%', 306, 53211, 53517, 3, 3, '2kg', 1604630744271362500, '0x05727010108133512778']
['0x76413801515410151061113649810131077151514610914', '0x6787290474', '新世界', '735041XLVYVCLT7', '拉夏贝尔', '73292660BSX7AIX', '2020-11-06 10:45:44', '增值税发票', '15.5%', 570, 28384, 28954, 1, 4, '8kg', 1604630744271362500, '0x21513101514812135033012']
['0x1312912121371110310223111171721497411411151091213', '0x1210956457', '移为通信', '739030WXYQWLBF3', '德邦股份', '737059GJPYWCH83', '2020-11-06 10:45:44', '普通发票', '18.38%', 201, 34620, 34821, 1, 1, '5kg', 1604630744271362500, '0x14790684212413220132']
['0x561410150615130152102028551101711812212141132', '0x1126319712', '吉祥航空', '733723T0KTPB7L7', '东方航空', '7385243VRE8KYG2', '2020-11-06 10:45:44', '增值税发票', '19.25%', 639, 66621, 67260, 3, 3, '8kg', 1604630744271362500, '0x13513686433914048415']
['0x101321231421391488111278512132831573131114111213', '0x9810706986', '豫园股份', '731065Y3GK86NS1', '城投控股', '730487GDYC4U1C5', '2020-11-06 10:45:44', '专业发票', '10.8%', 639, 99658, 100297, 2, 2, '1kg', 1604630744271362500, '0x814321191590891010920']
['0x319811118776151121513310014847615281083141513', '0x0478407215', '兰生股份', '736554N381OWVN8', '锐奇股份', '739343RH42B0QG4', '2020-11-06 10:45:44', '普通发票', '16.84%', 982, 44293, 45275, 4, 2, '7kg', 1604630744271362500, '0x5915659411144120714155']
['0x64141211210541015151034121060861101010892142515', '0x1562792642', '上海电影', '731929JNI82P4C5', '耀皮玻璃', '73145750J4TIA14', '2020-11-06 10:45:44', '增值税发票', '18.87%', 939, 108756, 109695, 3, 4, '9kg', 1604630744271362500, '0x310141512121414001242151014']
['0x4641181208212898412212615151418819631110', '0x3286256830', '金枫酒业', '735047TV94IS5I8', '菲林格尔', '7313040BPF80YMX', '2020-11-06 10:45:44', '普通发票', '16.07%', 244, 24979, 25223, 2, 2, '9kg', 1604630744271362500, '0x36751210421515510671']
['0x7010128106814138151341715984101132133314110136', '0x8018599423', '上海贝岭', '73815746CLN9IC5', '顺灏股份', '738962FEXP7C5E0', '2020-11-06 10:45:44', '专业发票', '15.5%', 811, 36144, 36955, 3, 3, '4kg', 1604630744271362500, '0x21216111020611214951214']
['0x11130019621215910613147771241095110109111113', '0x6279084425', '水星家纺', '737158JDC38B944', '上海石化', '73810463XNW9XX5', '2020-11-06 10:45:44', '专业发票', '11.37%', 973, 83033, 84006, 4, 4, '10kg', 1604630744271362500, '0x01461591231441014141310140']
['0x811551031171404215695126941242251468613108', '0x7643376324', '华铭智能', '732727TKKEQGR27', '徕木股份', '7373156T606ROC8', '2020-11-06 10:45:44', '增值税发票', '18.14%', 997, 68988, 69985, 2, 2, '8kg', 1604630744271362500, '0x01314121214213981435818']
['0x1001311564231371421514489811211915478393912', '0x8642987553', '中远海发', '734338ULCG7TM33', '网达软件', '737066QDWMRRYM2', '2020-11-06 10:45:44', '普通发票', '14.49%', 911, 40924, 41835, 2, 4, '7kg', 1604630744271362500, '0x2115313141341291310154811']
['0x911101420151164121508115101401138811607730', '0x4627470448', '申能股份', '7348453LGJDBTX0', '东富龙', '731887ICQKDTBR1', '2020-11-06 10:45:44', '普通发票', '15.84%', 778, 33127, 33905, 2, 3, '9kg', 1604630744271362500, '0x1011391301157141038993']
['0x17556102128314141311101140701361610151403110', '0x0371153620', '风语筑', '7361005EPY6I8A9', '飞乐音响', '7301833GPSWEYF3', '2020-11-06 10:45:44', '普通发票', '13.19%', 340, 56711, 57051, 1, 2, '3kg', 1604630744271362500, '0x462171013715101381001314']
['0x81511311613139790121149138712109961315211149', '0x9308394673', '力盛赛车', '7319402V7M3FSN4', '凯利泰', '739016XI5KO3BU8', '2020-11-06 10:45:44', '专业发票', '14.1%', 394, 63047, 63441, 2, 4, '6kg', 1604630744271362500, '0x1271212129142152760203']
['0x3101426142139146212441013915113112133950144711', '0x1515224051', '纳尔股份', '7369379YTKT4QD1', '汉钟精机', '731305KG24YXJG9', '2020-11-06 10:45:44', '普通发票', '13.9%', 383, 86172, 86555, 3, 4, '9kg', 1604630744271362500, '0x14144390108153198274']
['0x5131237511102579610153231001011841006110414', '0x0041599706', '光明乳业', '733392XGO2IXJC1', '龙宇燃油', '7306245UDIIST56', '2020-11-06 10:45:44', '普通发票', '14.4%', 212, 46688, 46900, 3, 3, '6kg', 1604630744272367900, '0x43106101312153715838108']
['0x11615511331341327114711121059271081232151013', '0x7893095812', '永冠新材', '732606QA6Y4MCP0', '聚辰股份', '7319047HA2DM8U0', '2020-11-06 10:45:44', '普通发票', '17.9%', 232, 104681, 104913, 2, 1, '10kg', 1604630744272367900, '0x212222129101201106137']
['0x810789511139120115101259561112610601391515401', '0x3038416896', '东方创业', '735674C2NN28XK4', '保隆科技', '731114ANPJPBH71', '2020-11-06 10:45:44', '增值税发票', '19.58%', 571, 33019, 33590, 4, 2, '11kg', 1604630744272367900, '0x151513334415910981318']
['0x04138151101373127131012910141515116138731241411', '0x6448844590', '宏和科技', '733827SG9M9USLX', '外高桥', '731535U96US9ER7', '2020-11-06 10:45:44', '增值税发票', '18.29%', 380, 42830, 43210, 4, 3, '10kg', 1604630744272367900, '0x1513855371512210014324']
['0x021051413721511291758408281401311712411444', '0x2127101340', '华测导航', '738555MC5WN8P17', '国泰君安', '732937RPHHXXOC5', '2020-11-06 10:45:44', '普通发票', '15.34%', 1077, 27754, 28831, 4, 1, '8kg', 1604630744272367900, '0x7148101424101221123038']
['0x301833711491178137867293112116252496', '0x5885963998', 'ST岩石', '730457JP1BB2KG5', '璞泰来', '7347026SMUGEPV1', '2020-11-06 10:45:44', '增值税发票', '12.32%', 387, 61620, 62007, 1, 3, '6kg', 1604630744272367900, '0x81313688108512022538']
['0x1115381912122351091328155151379121110914114315', '0x6141667581', '中微公司', '731893EMEDQ7502', '璞泰来', '7347026SMUGEPV1', '2020-11-06 10:45:44', '普通发票', '13.9%', 121, 81606, 81727, 1, 2, '10kg', 1604630744272367900, '0x090147131115613701310']
['0x101315798838111366015790431015129153461315114', '0x7626443342', '老凤祥', '731697K29NY5VX7', '美邦服饰', '734878VQ2382VF6', '2020-11-06 10:45:44', '专业发票', '13.03%', 146, 102550, 102696, 4, 1, '7kg', 1604630744272367900, '0x15121461571241123112147']
['0x171111413974101333212151091310943151151312962', '0x4337169880', '华东电脑', '736559JEEJJU3B7', '欧普照明', '732181O2IWRQ7P1', '2020-11-06 10:45:44', '普通发票', '13.0%', 524, 77619, 78143, 2, 1, '4kg', 1604630744272367900, '0x31144136139101115945215']
['0x8614913702129141111041231774815051581461228', '0x8593023595', '大名城', '731979HS4YE90X5', '东富龙', '731887ICQKDTBR1', '2020-11-06 10:45:44', '普通发票', '18.52%', 313, 38131, 38444, 3, 2, '11kg', 1604630744272367900, '0x156783128096114146510']
['0x1415024314058156128106669101210512402712023', '0x6501000221', '东方航空', '7385243VRE8KYG2', '翔港科技', '737570R8NXR99FX', '2020-11-06 10:45:44', '普通发票', '15.0%', 1003, 49531, 50534, 2, 3, '1kg', 1604630744272367900, '0x10041410796814114302']
['0x1101024140112111710593121110131212183501574', '0x5228340457', '中国太保', '7328842Q69Q0QJ1', '宝信软件', '735899P8TVGFAUX', '2020-11-06 10:45:44', '专业发票', '13.24%', 956, 17765, 18721, 3, 1, '2kg', 1604630744272367900, '0x02126102109151413712123']
['0x158105375151461212329298101565101099313829', '0x8026719046', '荣丰控股', '737462HU9S9DTV8', '第一医药', '737108YSYJGYHQX', '2020-11-06 10:45:44', '增值税发票', '17.46%', 1061, 15579, 16640, 4, 2, '3kg', 1604630744272367900, '0x81114212107561141504146']
['0x6621049138139351121585693912014152158122106', '0x6197544355', '华丽家族', '733240U6SJXIQA5', '汉钟精机', '731305KG24YXJG9', '2020-11-06 10:45:44', '增值税发票', '15.37%', 331, 100544, 100875, 3, 3, '3kg', 1604630744272367900, '0x813980113810814655015']
['0x406923141117141111612015141081373153411146710', '0x7106676165', '申联生物', '730146LCBBRPNT6', '上海建工', '732912DBHM76VWX', '2020-11-06 10:45:44', '增值税发票', '17.9%', 768, 28460, 29228, 4, 2, '9kg', 1604630744272367900, '0x92512057712141062117']
['0x913813212105570712476666806877481011412', '0x0220553869', 'ST爱旭', '734249EH6KSNYS4', '康德莱', '736309QM2GOYVD5', '2020-11-06 10:45:44', '专业发票', '14.42%', 976, 25104, 26080, 4, 1, '1kg', 1604630744272367900, '0x50311794891212691011']
['0x1111458111223215912011412150910125810101537511', '0x7114892644', '泰胜风能', '7329333SBDVNC8X', '矩子科技', '731234LM4MKOAQ1', '2020-11-06 10:45:44', '增值税发票', '17.43%', 844, 42227, 43071, 4, 1, '3kg', 1604630744273397400, '0x15794108412141071045115']
['0x99402472315160814918382111012777401153', '0x2500965020', '锦江酒店', '730688D1J3XCAC0', '海顺新材', '734748UAO3E7SC3', '2020-11-06 10:45:44', '增值税发票', '19.64%', 773, 79715, 80488, 2, 2, '7kg', 1604630744273397400, '0x4962315100131141521079']
['0x151515113154101012014111211413108010139122640132313', '0x9273317151', '华贸物流', '733646088UMTNG8', '开创国际', '730359CMXQXO4D9', '2020-11-06 10:45:44', '专业发票', '14.84%', 745, 95303, 96048, 4, 1, '8kg', 1604630744273397400, '0x411151010103026621310313']
['0x3405910615381517111101467148501094705153', '0x0617796731', '格尔软件', '7356204QBST0040', '新通联', '739024LJUDT83G9', '2020-11-06 10:45:44', '增值税发票', '11.98%', 904, 47076, 47980, 2, 1, '8kg', 1604630744273397400, '0x12078110695934312713']
['0x1213421154101510014214152131461141115611308129', '0x0189373239', '联明股份', '7357429TSAEJXD6', '全筑股份', '733576F5SD6NC45', '2020-11-06 10:45:44', '增值税发票', '10.04%', 833, 35557, 36390, 2, 1, '3kg', 1604630744273397400, '0x11861613131210006108214']
['0x3114804125151312121470314115137996113460511', '0x0564673358', '上港集团', '730093PMES3ICQ8', '华建集团', '735719NU4PPSSG9', '2020-11-06 10:45:44', '普通发票', '14.76%', 590, 11221, 11811, 1, 2, '1kg', 1604630744273397400, '0x35130870081161501815']
['0x811107933231151281315013141413108415143157612114', '0x3700775462', '龙韵股份', '7376418DYMUPCKX', '维宏股份', '734905HMDA7PDF9', '2020-11-06 10:45:44', '普通发票', '11.09%', 653, 82551, 83204, 4, 4, '7kg', 1604630744273397400, '0x13138781115311101311243']
['0x6181412913380119691214611614441334604312121', '0x6869916985', 'ST富控', '73114966NG61T88', '汉得信息', '735830YQTWOXGO3', '2020-11-06 10:45:44', '增值税发票', '13.24%', 654, 107709, 108363, 2, 4, '8kg', 1604630744273397400, '0x151131310143514051411195']
['0x24851132713611311131514771315341513510163134', '0x8440585344', '康德莱', '736309QM2GOYVD5', '三湘印象', '7387169WWD894R7', '2020-11-06 10:45:44', '专业发票', '10.08%', 786, 79495, 80281, 2, 3, '2kg', 1604630744273397400, '0x13613126108121091141241']
['0x9101558131286613031312111549977369175101212', '0x2692712823', '徕木股份', '7373156T606ROC8', '汇纳科技', '739027AR27XJQ5X', '2020-11-06 10:45:44', '专业发票', '19.01%', 838, 46318, 47156, 1, 3, '6kg', 1604630744273397400, '0x47151311534551414140814']
['0x14472121459111451051400117131203767117139526', '0x5754346330', '普丽盛', '734644GG33N5XB2', '普利特', '733135P67MTGUG0', '2020-11-06 10:45:44', '增值税发票', '14.28%', 610, 21469, 22079, 3, 1, '9kg', 1604630744273397400, '0x4781501194557114151115']
['0x513214151141104671595921275148131314151415110214', '0x5831953359', '良信电器', '731974JGB72L8C0', '海欣股份', '735730MIQ0ALLJ4', '2020-11-06 10:45:44', '专业发票', '17.54%', 1062, 61901, 62963, 4, 4, '7kg', 1604630744273397400, '0x571425461036015111419']
['0x117913397154411251551310112184111471114015139', '0x0427534381', '汉得信息', '735830YQTWOXGO3', '海得控制', '736059BSIW8FX25', '2020-11-06 10:45:44', '专业发票', '11.37%', 329, 92091, 92420, 1, 4, '3kg', 1604630744273397400, '0x341412433645313516']
['0x121149181190151010312081309121114306911141941', '0x0286945381', '方正科技', '7395081WWPAFYX7', '美迪西', '73565890PDDO093', '2020-11-06 10:45:44', '普通发票', '12.54%', 384, 42958, 43342, 4, 4, '2kg', 1604630744273397400, '0x513531410120870351559']
['0x1092880146133214147101112014141101045141131004', '0x2555186286', '安科瑞', '738566C559JDY68', 'ST长投', '733374B9KLS6S06', '2020-11-06 10:45:44', '增值税发票', '18.29%', 431, 70271, 70702, 1, 4, '8kg', 1604630744274367800, '0x78247678628309124']
['0x0111010515354136878111151011715473141130862', '0x8601032781', '全筑股份', '733576F5SD6NC45', '翔港科技', '737570R8NXR99FX', '2020-11-06 10:45:44', '专业发票', '19.34%', 953, 47453, 48406, 1, 1, '10kg', 1604630744274367800, '0x032525354029101015']
['0x7117110915581114791111691111131104190142101113', '0x0740674840', 'ST创兴', '7355809WB7KEIF3', '大名城', '731979HS4YE90X5', '2020-11-06 10:45:44', '普通发票', '19.24%', 680, 15153, 15833, 3, 4, '4kg', 1604630744274367800, '0x159121218121414121521111156']
['0x91015106515036933113690101182132041234104', '0x8850526648', '风语筑', '7361005EPY6I8A9', '良信电器', '731974JGB72L8C0', '2020-11-06 10:45:44', '增值税发票', '15.47%', 163, 54534, 54697, 1, 4, '1kg', 1604630744274367800, '0x412511710101514151463113']
['0x15116491431314104137136914326301142115837', '0x6161598596', '上海亚虹', '730749V2MF4FUD7', '柏楚电子', '7388021KSTN0P29', '2020-11-06 10:45:44', '增值税发票', '19.41%', 485, 104924, 105409, 3, 3, '2kg', 1604630744274367800, '0x141091271167491352619']
['0x451262651591361211101073105415115148762716', '0x5629671823', '汇纳科技', '739027AR27XJQ5X', '同达创业', '7387993UQY50UAX', '2020-11-06 10:45:44', '增值税发票', '11.7%', 359, 19760, 20119, 1, 3, '5kg', 1604630744274367800, '0x1513812151124122151013014']
['0x1276111151591413816101461010121312909145148109113', '0x5294772051', '龙宇燃油', '7306245UDIIST56', '上海凤凰', '731126D8LAHXH10', '2020-11-06 10:45:44', '普通发票', '14.39%', 800, 57781, 58581, 1, 3, '6kg', 1604630744274367800, '0x910139281115131121091309']
['0x157914441510791131212461112923131214870890', '0x3274439615', '悦心健康', '7342506SXUSOGI0', '城地股份', '737145NMSSW1CK1', '2020-11-06 10:45:44', '增值税发票', '16.67%', 617, 33515, 34132, 3, 4, '3kg', 1604630744274367800, '0x373710270271081372']
['0x65151312543101281510371404126313022110371537', '0x0158316237', 'ST沪科', '737385Q2XESW4N3', '数据港', '73940845KXTQ7M8', '2020-11-06 10:45:44', '普通发票', '15.53%', 921, 29197, 30118, 4, 4, '2kg', 1604630744274367800, '0x714105271148591252410']
['0x1111389111471112715812131215101191111985415815128', '0x5159494056', '光明乳业', '733392XGO2IXJC1', '上海凯宝', '739536F7QW2K8R9', '2020-11-06 10:45:44', '增值税发票', '15.18%', 519, 90571, 91090, 4, 1, '9kg', 1604630744274367800, '0x11531551200210991593']
['0x8125471211310061065310100108315109123601111315', '0x1181820230', '世茂股份', '739529HJRYA7T44', '保隆科技', '731114ANPJPBH71', '2020-11-06 10:45:44', '专业发票', '15.6%', 267, 71038, 71305, 2, 2, '1kg', 1604630744274367800, '0x261396014531401411949']
['0x2421611411918106381207103981171501078116', '0x4871155500', '爱普股份', '7385691CXW3L5B6', '吉祥航空', '733723T0KTPB7L7', '2020-11-06 10:45:44', '增值税发票', '15.46%', 299, 58179, 58478, 2, 3, '9kg', 1604630744274367800, '0x42913116130112151115787']
['0x35098109109111013261021210715310910139853134', '0x7442431867', '复旦复华', '736407SMITD17U7', '龙头股份', '7385455PA15XTF1', '2020-11-06 10:45:44', '普通发票', '15.68%', 574, 45126, 45700, 4, 1, '2kg', 1604630744274367800, '0x43116914796981250415']
['0x15191557414281387721313013141530212814771414', '0x3115130794', '思源电气', '73994732QUV1XE0', '天海防务', '735895GTW8V03F9', '2020-11-06 10:45:44', '普通发票', '18.4%', 313, 92377, 92690, 2, 4, '11kg', 1604630744274367800, '0x1141447913140616813015']
['0x131231511101121040101812112114111951190650392', '0x8225107766', '上海机电', '739017PGDOY03Y9', '上海电力', '738335WE7B8HYJ9', '2020-11-06 10:45:44', '专业发票', '10.4%', 1080, 10309, 11389, 1, 2, '9kg', 1604630744274367800, '0x37602981114626344']
['0x907102314121374011051314511091132093761513', '0x3063896846', '天永智能', '735398PI8IM35V2', '上海物贸', '733037YEJG1PBI9', '2020-11-06 10:45:44', '专业发票', '14.88%', 395, 83988, 84383, 2, 3, '8kg', 1604630744274367800, '0x71151012156014131000410']
['0x81261692167813955158811761171313410139113', '0x8085503603', '亚士创能', '7383016GDI3XSU2', '威尔泰', '739185FCFOYGHBX', '2020-11-06 10:45:44', '普通发票', '19.92%', 430, 108949, 109379, 4, 3, '8kg', 1604630744275367200, '0x771290411101521911986']
['0x9129106156124131415131157651285342023238157', '0x8899971014', '亚士创能', '7383016GDI3XSU2', '飞凯材料', '734989THUOVL9R4', '2020-11-06 10:45:44', '专业发票', '16.1%', 529, 22413, 22942, 1, 4, '8kg', 1604630744275367200, '0x28613621150910134872']
['0x0801251504139141046331215414618913861103815', '0x3472720289', '美邦服饰', '734878VQ2382VF6', '新时达', '739237HU7DLFS01', '2020-11-06 10:45:44', '增值税发票', '12.47%', 295, 30776, 31071, 2, 1, '2kg', 1604630744275537600, '0x212154740111001141505']
['0x1089241396107631132714715111512314031935', '0x8352592333', '格尔软件', '7356204QBST0040', '上海能源', '7301500XLP6F144', '2020-11-06 10:45:44', '普通发票', '18.94%', 736, 24785, 25521, 3, 2, '2kg', 1604630744275537600, '0x84128512637121011291415']
['0x613128211134131141513101161512137233054151313902', '0x7028788712', '新通联', '739024LJUDT83G9', '置信电气', '7334654QCYJT384', '2020-11-06 10:45:44', '普通发票', '16.04%', 382, 18824, 19206, 4, 4, '2kg', 1604630744275537600, '0x13712113117144011138866']
['0x1234611103100124561423121357681316012512816', '0x6344642504', '华贸物流', '733646088UMTNG8', '开开实业', '7311720HCR3HQT4', '2020-11-06 10:45:44', '专业发票', '10.96%', 553, 12053, 12606, 3, 3, '3kg', 1604630744275537600, '0x111434704581042215014']
['0x0770980141233153271579868699603102047', '0x9523713116', '耀皮玻璃', '73145750J4TIA14', '隧道股份', '7332763RDE6X229', '2020-11-06 10:45:44', '增值税发票', '11.95%', 845, 108899, 109744, 2, 3, '4kg', 1604630744275537600, '0x12108210449449111114153']
