['0x55114013152588910956813910102115718105111', '0x7660452519', '克来机电', '731077BFO5WFVE0', '力盛赛车', '7319402V7M3FSN4', '2020-11-06 10:45:43', '普通发票', '15.48%', 491, 75552, 76043, 2, 2, '7kg', 1604630743902777200, '0x513139334121141231312115']
['0x02121137112103111014102038751591300413494159', '0x2076265779', '市北高新', '734297CCHAGU0A2', '拉夏贝尔', '73292660BSX7AIX', '2020-11-06 10:45:43', '普通发票', '18.21%', 148, 72262, 72410, 3, 4, '6kg', 1604630743940365500, '0x14121221171141412111566211']
['0x037814110121471389658144471023362240215', '0x1334800033', '晶华新材', '735238QU5746C17', '新文化', '732516K86BH9EY0', '2020-11-06 10:45:43', '专业发票', '10.28%', 954, 68181, 69135, 3, 4, '7kg', 1604630743940365500, '0x1101214715511071210091']
['0x13216680085102200412124111586661110128180', '0x4861335411', '鼎捷软件', '738245L775DFQR4', '中国海诚', '739272L15GREYJ8', '2020-11-06 10:45:43', '增值税发票', '14.21%', 713, 39913, 40626, 4, 2, '6kg', 1604630743940365500, '0x12761101381211712701114']
['0x11111008111261212010152311149270986159877510', '0x0510910901', '海利生物', '736779TB2F4YC93', '招商轮船', '736591EPX2ELQE9', '2020-11-06 10:45:43', '专业发票', '18.87%', 555, 63295, 63850, 2, 4, '1kg', 1604630743940365500, '0x62714118961514131121398']
['0x4801381443121261106343902605401313371013', '0x0179845016', '复星医药', '731896L35F0EW76', '华建集团', '735719NU4PPSSG9', '2020-11-06 10:45:43', '专业发票', '14.76%', 807, 76852, 77659, 1, 1, '7kg', 1604630743940365500, '0x11211131513651111031571115']
['0x61411213145115826411451141001101210112111141252', '0x5812897490', '锐奇股份', '739343RH42B0QG4', '中微公司', '731893EMEDQ7502', '2020-11-06 10:45:43', '普通发票', '12.75%', 262, 30286, 30548, 2, 2, '2kg', 1604630743940365500, '0x84112712981141411791514']
['0x612121121195142110361284153214153015111221213215', '0x6540602999', '普丽盛', '734644GG33N5XB2', '北特科技', '7331264G7YJI7B9', '2020-11-06 10:45:43', '普通发票', '13.55%', 496, 45775, 46271, 4, 1, '9kg', 1604630743940365500, '0x61111015111571401210111041']
['0x135910091310671490615349912471142711149153', '0x9381077155', '中微公司', '731893EMEDQ7502', '科博达', '734084BYDM98AE7', '2020-11-06 10:45:43', '专业发票', '17.64%', 1075, 61675, 62750, 1, 4, '6kg', 1604630743940365500, '0x15151612150115710363511']
['0x751514441371008111357412867812136713268679', '0x7446168376', '东方创业', '735674C2NN28XK4', '彤程新材', '731981CVVT1FH75', '2020-11-06 10:45:43', '专业发票', '19.05%', 1040, 65339, 66379, 3, 3, '9kg', 1604630743940365500, '0x14131217612123061050124']
['0x771131131097102101553481161385823643101389', '0x3241442790', '宏和科技', '733827SG9M9USLX', '晶华新材', '735238QU5746C17', '2020-11-06 10:45:43', '增值税发票', '10.09%', 728, 71531, 72259, 2, 3, '5kg', 1604630743940365500, '0x835240210131410511282']
['0x101792251145169852102104515657213385152', '0x7452587952', '普利特', '733135P67MTGUG0', '天海防务', '735895GTW8V03F9', '2020-11-06 10:45:43', '普通发票', '18.14%', 484, 52662, 53146, 1, 4, '11kg', 1604630743941351100, '0x712111240691333691292']
['0x019711139101015069681140151313310129245566', '0x5737946928', '来伊份', '731694UVDB318EX', '金力泰', '7317969P4JTFW20', '2020-11-06 10:45:43', '增值税发票', '11.54%', 1067, 53058, 54125, 1, 1, '8kg', 1604630743941351100, '0x12148510301371003131256']
['0x13141198123140131083101536381137714611801310', '0x4502759491', '光大证券', '73112946NHRQ5S8', '力盛赛车', '7319402V7M3FSN4', '2020-11-06 10:45:43', '增值税发票', '18.83%', 141, 26770, 26911, 4, 2, '11kg', 1604630743941351100, '0x121350576412728999']
['0x715456112101215171378891460135284813132123', '0x1167005756', '光大证券', '73112946NHRQ5S8', '泰胜风能', '7329333SBDVNC8X', '2020-11-06 10:45:43', '增值税发票', '10.28%', 1069, 42168, 43237, 4, 2, '9kg', 1604630743941351100, '0x111111157131061131331151511']
['0x59713822724591112159144064811114838859', '0x9882178098', '交通银行', '736776U6SW94297', '鼎捷软件', '738245L775DFQR4', '2020-11-06 10:45:43', '增值税发票', '16.75%', 823, 24750, 25573, 3, 1, '1kg', 1604630743941351100, '0x1291210871331078147513']
['0x3137784541115769101014361141315912911082', '0x6429985041', '畅联股份', '735690Q7MIUXB64', '至纯科技', '730833CX5DIKC40', '2020-11-06 10:45:43', '增值税发票', '13.19%', 719, 12580, 13299, 1, 3, '8kg', 1604630743941351100, '0x839101959210121001014']
['0x82921510014956471115913914315911315547113138', '0x6291792655', '上汽集团', '739487RMLNASKP9', '延华智能', '737055XVKT065P9', '2020-11-06 10:45:43', '专业发票', '11.41%', 826, 90066, 90892, 4, 3, '2kg', 1604630743941351100, '0x153143382312137994315']
['0x70426751015101050157124135221986141412511514', '0x9402868262', '泛微网络', '7364413YLO78W85', '申能股份', '7348453LGJDBTX0', '2020-11-06 10:45:43', '增值税发票', '13.9%', 158, 79002, 79160, 2, 4, '11kg', 1604630743941857300, '0x1114114570101172111231']
['0x1314411810712157101453108510137147856119317105', '0x7865628457', '中远海科', '7308634W22HY8N6', '格尔软件', '7356204QBST0040', '2020-11-06 10:45:43', '增值税发票', '10.79%', 1086, 26599, 27685, 1, 1, '2kg', 1604630743941877200, '0x1010051412014111531511069']
['0x5141169413751111548515112078913207212077', '0x2485168530', '上海莱士', '738228RGSDL42H5', '地素时尚', '738550Q2Q5VUEH8', '2020-11-06 10:45:43', '增值税发票', '11.99%', 444, 52684, 53128, 4, 1, '6kg', 1604630743941877200, '0x11411151311210101110151']
['0x12527151571104321563971349143701101331098', '0x8472113976', '美凯龙', '7366025TH7FY4I7', 'ST富控', '73114966NG61T88', '2020-11-06 10:45:43', '普通发票', '17.79%', 1043, 71022, 72065, 3, 3, '7kg', 1604630743941877200, '0x881110741471411151463']
['0x115211413063131145111499306154133129781213107', '0x3216232169', '界龙实业', '737656V70L17144', '城地股份', '737145NMSSW1CK1', '2020-11-06 10:45:43', '增值税发票', '15.41%', 734, 22345, 23079, 2, 4, '2kg', 1604630743941877200, '0x111963157142400144102']
['0x808124781415123351010814151114601070550120', '0x3355041751', '开能健康', '732671A9RD43Q7X', '矩子科技', '731234LM4MKOAQ1', '2020-11-06 10:45:43', '专业发票', '17.78%', 123, 16301, 16424, 4, 2, '9kg', 1604630743941877200, '0x0591011212545861311122']
['0x94868111511269136451013891371471214885405', '0x2269023184', '信息发展', '732897N308J4BK4', '东风科技', '732092XSIJJUCW6', '2020-11-06 10:45:43', '增值税发票', '11.78%', 439, 45255, 45694, 1, 4, '5kg', 1604630743941877200, '0x04451211027813962139']
['0x1114625125215101010210210111381065618511120', '0x8277194908', '豫园股份', '731065Y3GK86NS1', '徐家汇', '7365211MU3P3P5X', '2020-11-06 10:45:43', '增值税发票', '15.54%', 845, 100921, 101766, 2, 1, '2kg', 1604630743941877200, '0x1577615312801291341315']
['0x01128151381271580158130024139140212321571315', '0x3665889232', '润达医疗', '736876ODGJOQIS4', '泛微网络', '7364413YLO78W85', '2020-11-06 10:45:43', '专业发票', '14.26%', 791, 73505, 74296, 4, 4, '11kg', 1604630743942381000, '0x118101514912871210815895']
['0x41114810132121201211379151081011813426213112106', '0x9774339327', '百润股份', '735114V6OYDWAJX', '光大证券', '73112946NHRQ5S8', '2020-11-06 10:45:43', '专业发票', '18.9%', 568, 69785, 70353, 1, 2, '7kg', 1604630743942381000, '0x1184108414101513912106515']
['0x1381571513103311313109212093106531211147010', '0x8045048409', '鹏欣资源', '737111PQHNJHRC9', '岱美股份', '7377832LFXY42B8', '2020-11-06 10:45:43', '专业发票', '10.78%', 739, 36777, 37516, 1, 2, '5kg', 1604630743942381000, '0x8479711821272181511']
['0x354111432531010100315320150215121410111112141108', '0x3320432202', '锦江酒店', '730688D1J3XCAC0', '新黄浦', '733850EXAHMGYJ1', '2020-11-06 10:45:43', '专业发票', '14.72%', 921, 60585, 61506, 2, 1, '5kg', 1604630743942381000, '0x913140731310134141091210']
['0x1211501615671423131204941014216151085961211', '0x3338377572', '移为通信', '739030WXYQWLBF3', '晨光文具', '732267ECFHFF431', '2020-11-06 10:45:43', '增值税发票', '13.96%', 563, 77349, 77912, 2, 2, '4kg', 1604630743942381000, '0x122966501411510211611']
['0x1513654314413147410131010912514915911912112111', '0x0642138616', '元祖股份', '737965JLDF6SY40', '安集科技', '737989QKUG99X21', '2020-11-06 10:45:43', '专业发票', '13.35%', 999, 79862, 80861, 3, 4, '4kg', 1604630743942381000, '0x1171404251110671015101311']
['0x59201051044115510145102101211141261382412117137', '0x3903916650', '华平股份', '7348944KPNEPFY7', 'ST游久', '734494GFE9MASR1', '2020-11-06 10:45:43', '普通发票', '13.96%', 975, 47767, 48742, 4, 2, '11kg', 1604630743942381000, '0x14051581401341091212036']
['0x159122212910121531388613122713711157071013013610', '0x2121066129', '上海梅林', '730115CTYLL1220', '上海瀚讯', '7388580KH1G8XC2', '2020-11-06 10:45:43', '普通发票', '10.4%', 329, 20328, 20657, 2, 4, '9kg', 1604630743942381000, '0x11115032001510159151585']
['0x131211153611150963338151085522591338912100', '0x2038435360', '中远海能', '738928DPR7U5658', '海通证券', '734316Y2KXBNEDX', '2020-11-06 10:45:43', '专业发票', '13.3%', 1061, 76596, 77657, 4, 3, '4kg', 1604630743942381000, '0x68031071137012012410']
['0x04111181581156406151310315113913804121011312141', '0x1570960495', '春秋航空', '7378857IBHDI7R8', '姚记科技', '734450L20PON6EX', '2020-11-06 10:45:43', '增值税发票', '15.71%', 209, 35075, 35284, 2, 1, '9kg', 1604630743942381000, '0x41521265852871417212']
['0x71447245141233106111014471571589275512119', '0x7535061941', '春秋航空', '7378857IBHDI7R8', '妙可蓝多', '731558VRTFVT7F6', '2020-11-06 10:45:43', '增值税发票', '10.99%', 354, 85357, 85711, 1, 2, '1kg', 1604630743942381000, '0x311121515104711511944510']
['0x11344261015768132408151315511115146388772', '0x7413621792', '信息发展', '732897N308J4BK4', '至正股份', '7336385JAOIHBB0', '2020-11-06 10:45:43', '普通发票', '16.41%', 527, 35232, 35759, 4, 4, '3kg', 1604630743942381000, '0x136821225915676714211']
['0x810415131515103131311512346121412111215321086084', '0x3073121374', '中曼石油', '738369IQBCPQ8Y3', '科博达', '734084BYDM98AE7', '2020-11-06 10:45:43', '增值税发票', '10.63%', 681, 53646, 54327, 4, 4, '1kg', 1604630743942381000, '0x146815515313101256161']
['0x141175196011331021047111212152158501482428', '0x7740281806', '全筑股份', '733576F5SD6NC45', '大众公用', '739273VWKQNT3VX', '2020-11-06 10:45:43', '增值税发票', '15.85%', 370, 93625, 93995, 4, 2, '9kg', 1604630743942381000, '0x61241015310139102714098']
['0x71414109310415114431124013513158321113141113', '0x8349456265', '万达信息', '7324609HBLXQ8M9', '上海医药', '733219HT9S541Y4', '2020-11-06 10:45:43', '专业发票', '16.63%', 753, 90405, 91158, 1, 4, '9kg', 1604630743942381000, '0x14126169126131114151331']
['0x82101212141341112121098111158157412514101173141', '0x2034232953', '中国太保', '7328842Q69Q0QJ1', '新时达', '739237HU7DLFS01', '2020-11-06 10:45:43', '普通发票', '14.52%', 377, 52592, 52969, 4, 4, '5kg', 1604630743943386300, '0x915802631615213211156']
['0x91341119127111302151015412931063854139815010', '0x2327570760', '春秋航空', '7378857IBHDI7R8', '振华重工', '7304037HH6A8XM6', '2020-11-06 10:45:43', '普通发票', '16.26%', 452, 28170, 28622, 4, 4, '9kg', 1604630743943386300, '0x142571594814156139615']
['0x58512129021478131112107159215156810135151406118', '0x8121399663', '同济科技', '738966V2M5LEBF3', '柏楚电子', '7388021KSTN0P29', '2020-11-06 10:45:43', '增值税发票', '12.47%', 1044, 58522, 59566, 4, 3, '7kg', 1604630743943386300, '0x910711121005551108']
['0x11141210391113122811109219786911610437871514', '0x8473216753', '中远海科', '7308634W22HY8N6', '上海机场', '736805HWF9QNNC5', '2020-11-06 10:45:43', '专业发票', '17.03%', 1082, 34024, 35106, 3, 3, '4kg', 1604630743943386300, '0x138211981114411211158']
['0x13214101004146114381242311814738149241121396', '0x5300164082', '雪榕生物', '739077CX5TMVOF3', '上海钢联', '7399005G79UCVY8', '2020-11-06 10:45:43', '增值税发票', '19.5%', 391, 53699, 54090, 3, 3, '2kg', 1604630743943386300, '0x5391412514005875556']
['0x1312947611441212311214961219146101121301209110', '0x9678774644', '岱美股份', '7377832LFXY42B8', '复旦复华', '736407SMITD17U7', '2020-11-06 10:45:43', '专业发票', '16.69%', 343, 50871, 51214, 2, 2, '11kg', 1604630743943386300, '0x375502127414137132311']
['0x1421487188731414117134108751910361312715141515', '0x2252542663', '光明乳业', '733392XGO2IXJC1', '海立股份', '734075SM23UXDT4', '2020-11-06 10:45:43', '专业发票', '14.21%', 675, 78244, 78919, 3, 4, '5kg', 1604630743943386300, '0x124251191431214138110515']
['0x1257121214913610149313575701529121347151249', '0x6722705436', '华峰超纤', '7312692PXGMUYX9', '康德莱', '736309QM2GOYVD5', '2020-11-06 10:45:43', '普通发票', '19.22%', 942, 77976, 78918, 1, 3, '1kg', 1604630743943386300, '0x231570413914104711367']
['0x7101331013141621110194133150113121119107119511', '0x5100748292', '北特科技', '7331264G7YJI7B9', '东富龙', '731887ICQKDTBR1', '2020-11-06 10:45:43', '增值税发票', '17.57%', 393, 25591, 25984, 2, 4, '6kg', 1604630743943386300, '0x221512115107703144812']
['0x123151011858150434111321031415131311201111144154', '0x6242255168', '豫园股份', '731065Y3GK86NS1', '金枫酒业', '735047TV94IS5I8', '2020-11-06 10:45:43', '增值税发票', '10.49%', 584, 49770, 50354, 4, 4, '3kg', 1604630743943386300, '0x6112119144286493901']
['0x1110141282015334150128283915211133720120113', '0x2033674330', '上海电影', '731929JNI82P4C5', '欧普照明', '732181O2IWRQ7P1', '2020-11-06 10:45:43', '普通发票', '11.22%', 131, 45573, 45704, 4, 3, '9kg', 1604630743943386300, '0x212696145941057146104']
['0x13812121428121056108123157103117493521428913', '0x8483976862', '汇通能源', '738253SK8AWND94', '张江高科', '735909FYLDU4NM4', '2020-11-06 10:45:43', '专业发票', '12.72%', 652, 104974, 105626, 1, 2, '5kg', 1604630743943386300, '0x8151314146204861181127']
['0x926121514201001410101112151588513061141514401309', '0x4393585790', '汉得信息', '735830YQTWOXGO3', '光大证券', '73112946NHRQ5S8', '2020-11-06 10:45:43', '增值税发票', '18.96%', 741, 65842, 66583, 2, 4, '10kg', 1604630743943386300, '0x2491051311366214140715']
['0x14131104126158061471411121031121051151514109614110', '0x2192915726', '美凯龙', '7366025TH7FY4I7', '海通证券', '734316Y2KXBNEDX', '2020-11-06 10:45:43', '增值税发票', '16.38%', 270, 67258, 67528, 4, 3, '11kg', 1604630743943386300, '0x1308151156109101515100412']
['0x741211531251188719119123131110110911231112', '0x7433964000', '光大嘉宝', '730415FUU5METM0', '天玑科技', '739093RODNBA4U7', '2020-11-06 10:45:43', '普通发票', '11.57%', 278, 81084, 81362, 1, 4, '7kg', 1604630743943386300, '0x10513145954411942112']
['0x11461014313652791094151111191391031113115116106', '0x4035471088', '璞泰来', '7347026SMUGEPV1', '绿地控股', '733334NWC4DL569', '2020-11-06 10:45:43', '普通发票', '17.98%', 1059, 66135, 67194, 3, 4, '5kg', 1604630743943386300, '0x01171191301214113143327']
['0x12491356097248213127151146690121510251215100', '0x4190608964', '威尔泰', '739185FCFOYGHBX', '上海凤凰', '731126D8LAHXH10', '2020-11-06 10:45:43', '普通发票', '17.11%', 500, 22421, 22921, 3, 3, '11kg', 1604630743944385900, '0x101112111094147156146109']
['0x71146141181213105111311812719515141061313144111515', '0x5858025000', '航天机电', '733046K6PK2SFB4', '上海物贸', '733037YEJG1PBI9', '2020-11-06 10:45:43', '专业发票', '10.78%', 121, 31149, 31270, 3, 4, '3kg', 1604630743944385900, '0x13114314713116902514116']
['0x1110763206154270133316511411315353719', '0x9291681657', '东方创业', '735674C2NN28XK4', '上海新阳', '730561WBXHCUJ4X', '2020-11-06 10:45:43', '增值税发票', '12.84%', 1060, 25564, 26624, 3, 2, '9kg', 1604630743944385900, '0x14111381121312810815210']
['0x0015115512271212111410150132471214691301341321', '0x8966552604', '申华控股', '736375XKYS179X2', '来伊份', '731694UVDB318EX', '2020-11-06 10:45:43', '普通发票', '13.95%', 1071, 26923, 27994, 4, 2, '3kg', 1604630743944385900, '0x671110091515113611510118']
['0x53156114711511110140352124871437132414131315', '0x0476003806', '龙宇燃油', '7306245UDIIST56', '新朋股份', '735120MK0AYVQP2', '2020-11-06 10:45:43', '专业发票', '19.75%', 692, 85034, 85726, 3, 2, '10kg', 1604630743944385900, '0x7433200682446607']
['0x64212410213101015481010914120102111612812713113', '0x3715448539', '万业企业', '7388015IALW219X', '飞科电器', '734492OBVOW2BE8', '2020-11-06 10:45:43', '普通发票', '16.77%', 657, 94084, 94741, 2, 3, '8kg', 1604630743944385900, '0x4113101471126814036911']
['0x711973014741289123717108501141041311614914', '0x7925686441', '雅运股份', '7320064G5K6KY09', '云赛智联', '733225S2NFVR7W6', '2020-11-06 10:45:43', '普通发票', '15.93%', 609, 40163, 40772, 4, 1, '6kg', 1604630743944385900, '0x191032361203212666']
['0x13844870131011141115139122911312131152115311101214', '0x6869028232', '姚记科技', '734450L20PON6EX', '开创国际', '730359CMXQXO4D9', '2020-11-06 10:45:43', '专业发票', '19.53%', 184, 18168, 18352, 2, 3, '9kg', 1604630743944385900, '0x13111596661201267189']
['0x131213771012151410130128151591015141212214815441103', '0x3176662461', '环旭电子', '736512YSS67YA6X', '海欣股份', '735730MIQ0ALLJ4', '2020-11-06 10:45:43', '增值税发票', '12.12%', 795, 31966, 32761, 3, 2, '1kg', 1604630743944385900, '0x36813101274141374143013']
['0x1512812151401715210158151511114110111115321310371513', '0x7901345376', '水星家纺', '737158JDC38B944', '地素时尚', '738550Q2Q5VUEH8', '2020-11-06 10:45:43', '普通发票', '10.46%', 552, 33858, 34410, 1, 3, '8kg', 1604630743944385900, '0x67152101249740815157']
['0x1115913101315121215101510549102211011151311823921411', '0x5323222361', '隧道股份', '7332763RDE6X229', '中华企业', '73915701H5QLXT6', '2020-11-06 10:45:43', '普通发票', '15.85%', 1072, 32678, 33750, 2, 3, '6kg', 1604630743944385900, '0x57211863151481241212112']
['0x1401410614121115127915023591813151310123927866', '0x9603949945', '申能股份', '7348453LGJDBTX0', '沃施股份', '739108USVBJMV83', '2020-11-06 10:45:43', '普通发票', '14.31%', 694, 90931, 91625, 4, 3, '1kg', 1604630743944385900, '0x26159271013326969315']
['0x881415756119372141311055841441010117139152411', '0x3753311364', '润达医疗', '736876ODGJOQIS4', '上海环境', '738233PBCS3DBL3', '2020-11-06 10:45:43', '专业发票', '17.85%', 1058, 101705, 102763, 4, 2, '6kg', 1604630743944385900, '0x3971212215553214101313']
['0x801177112151132408860314154810871511444151', '0x8099017983', '开能健康', '732671A9RD43Q7X', '鸣志电器', '734506A7QUSWDN4', '2020-11-06 10:45:43', '增值税发票', '19.83%', 950, 103099, 104049, 1, 2, '10kg', 1604630743944385900, '0x215109119101011968581']
['0x016011546111114121165131611708952051010013', '0x4536447567', '申通地铁', '730357EIH33KLVX', '耀皮玻璃', '73145750J4TIA14', '2020-11-06 10:45:43', '专业发票', '14.06%', 334, 61036, 61370, 3, 2, '5kg', 1604630743944385900, '0x743111591512612065613']
['0x31465412143159412014125131511140313914108311315', '0x6057944235', '老凤祥', '731697K29NY5VX7', '东富龙', '731887ICQKDTBR1', '2020-11-06 10:45:43', '增值税发票', '10.88%', 569, 102531, 103100, 3, 4, '2kg', 1604630743945386200, '0x5105113150158614159631']
['0x1315741371339119841013411068120631264133074', '0x1035373837', '移远通信', '739295PWHU3CYB2', '广电电气', '732351UJVO5BYI7', '2020-11-06 10:45:43', '专业发票', '10.31%', 971, 83738, 84709, 1, 1, '10kg', 1604630743945386200, '0x91014565073340229']
['0x601324211398712161110125141398615157151350100', '0x1791212219', '华贸物流', '733646088UMTNG8', '徕木股份', '7373156T606ROC8', '2020-11-06 10:45:43', '普通发票', '14.51%', 765, 60176, 60941, 3, 4, '8kg', 1604630743945386200, '0x43113118651001183969']
['0x61537310111151941121315091531213614113102151093', '0x3353360580', '畅联股份', '735690Q7MIUXB64', '沃施股份', '739108USVBJMV83', '2020-11-06 10:45:43', '增值税发票', '18.56%', 473, 62388, 62861, 1, 4, '6kg', 1604630743945386200, '0x31014815117131541077792']
['0x1108401510313213125414744132932111130131213212', '0x2128985195', '外高桥', '731535U96US9ER7', '中微公司', '731893EMEDQ7502', '2020-11-06 10:45:43', '增值税发票', '13.15%', 296, 70901, 71197, 4, 3, '1kg', 1604630743945386200, '0x92914124981082312284']
['0x1590111103154136112103510741010521531291512116', '0x2743179496', '老凤祥', '731697K29NY5VX7', '畅联股份', '735690Q7MIUXB64', '2020-11-06 10:45:43', '专业发票', '18.16%', 745, 106076, 106821, 3, 3, '10kg', 1604630743945386200, '0x131341448914264452710']
['0x13152612140131414133147101014133911104021211911736', '0x6092455826', '绿地控股', '733334NWC4DL569', '安科瑞', '738566C559JDY68', '2020-11-06 10:45:43', '专业发票', '16.43%', 638, 24743, 25381, 1, 4, '1kg', 1604630743945386200, '0x141211916615111230153515']
['0x1521472714474124943114251167911012761126', '0x7082842462', '华建集团', '735719NU4PPSSG9', '上海天洋', '733441WIOMYM9S4', '2020-11-06 10:45:43', '专业发票', '11.99%', 657, 87728, 88385, 3, 3, '1kg', 1604630743945386200, '0x114975810151101101141011']
['0x881112128771210212121415121411373401213149111991', '0x6391648884', '艾艾精工', '737554D5T4139J6', '华荣股份', '7372401S01HNR08', '2020-11-06 10:45:43', '增值税发票', '17.31%', 437, 10943, 11380, 3, 1, '10kg', 1604630743945386200, '0x13311915712301312159101312']
['0x142516117120130151041013101262358131311698012', '0x8425864471', '上海天洋', '733441WIOMYM9S4', '吉祥航空', '733723T0KTPB7L7', '2020-11-06 10:45:43', '普通发票', '17.97%', 615, 25123, 25738, 3, 4, '9kg', 1604630743945386200, '0x069087148148711341512']
['0x1181110149414715121151113672101111275131039793', '0x6769638878', '复旦复华', '736407SMITD17U7', '润达医疗', '736876ODGJOQIS4', '2020-11-06 10:45:43', '专业发票', '10.04%', 827, 47542, 48369, 1, 4, '8kg', 1604630743945386200, '0x1515861270474111581136']
['0x615130131429912103746124107141039791409910011', '0x2965134938', '陆家嘴', '734250N6QT428U7', '百润股份', '735114V6OYDWAJX', '2020-11-06 10:45:43', '增值税发票', '18.57%', 902, 36207, 37109, 2, 1, '8kg', 1604630743945386200, '0x41004415614511369044']
['0x111161219131526515942911215037531231501114911', '0x8207435925', '汇纳科技', '739027AR27XJQ5X', '柏楚电子', '7388021KSTN0P29', '2020-11-06 10:45:43', '增值税发票', '12.19%', 133, 66859, 66992, 3, 1, '3kg', 1604630743945386200, '0x81013214151216812116650']
['0x951436232641491425614131509012873911310', '0x2034731173', 'ST岩石', '730457JP1BB2KG5', '柏楚电子', '7388021KSTN0P29', '2020-11-06 10:45:43', '增值税发票', '18.07%', 973, 33819, 34792, 3, 2, '9kg', 1604630743945386200, '0x11415150112125148110257']
['0x769325015101588928237512151109649387312', '0x4989969670', '信息发展', '732897N308J4BK4', '鸣志电器', '734506A7QUSWDN4', '2020-11-06 10:45:43', '增值税发票', '17.49%', 960, 21221, 22181, 3, 2, '5kg', 1604630743945386200, '0x10497101520149151308612']
['0x8105092071115111210112191110121364014114711040', '0x6965723886', '金力泰', '7317969P4JTFW20', '城投控股', '730487GDYC4U1C5', '2020-11-06 10:45:43', '专业发票', '11.61%', 545, 90482, 91027, 2, 2, '6kg', 1604630743946371000, '0x131141515111134189111465']
['0x9100131312334213611150156510576116976710153', '0x3239332883', '兰生股份', '736554N381OWVN8', '创力集团', '735457QC618NR54', '2020-11-06 10:45:43', '增值税发票', '16.31%', 844, 48772, 49616, 1, 4, '8kg', 1604630743946371000, '0x212141135144115791431']
['0x112213091011819130181511130856144112921259', '0x7411237550', '锦江投资', '733051IJCDIHO36', '华平股份', '7348944KPNEPFY7', '2020-11-06 10:45:43', '增值税发票', '15.43%', 821, 81173, 81994, 3, 4, '6kg', 1604630743946371000, '0x963741412614132315147']
['0x44910498101263272111171112266121565387314', '0x0708060067', '安信信托', '730117JGDPQ0IC8', '华鑫股份', '739063KTAA7OHO7', '2020-11-06 10:45:43', '普通发票', '14.0%', 567, 39399, 39966, 4, 1, '5kg', 1604630743946371000, '0x101114141211141571451403']
['0x1511156371331312108111074101561088413814117941215', '0x2332240526', '上海环境', '738233PBCS3DBL3', '翔港科技', '737570R8NXR99FX', '2020-11-06 10:45:43', '普通发票', '19.58%', 874, 86191, 87065, 2, 1, '4kg', 1604630743946371000, '0x6431212339913811136712']
['0x78111521517048610853151480815656710144200', '0x0811394213', '现代制药', '736977KDKUD1AG5', '飞科电器', '734492OBVOW2BE8', '2020-11-06 10:45:43', '普通发票', '10.98%', 894, 11871, 12765, 3, 2, '7kg', 1604630743946371000, '0x715115134127251119766']
['0x1412206104310134410175101111410140119131460912', '0x3619418440', 'ST长投', '733374B9KLS6S06', '优刻得', '734884BPHUJYY37', '2020-11-06 10:45:43', '专业发票', '15.16%', 393, 29365, 29758, 1, 4, '11kg', 1604630743946371000, '0x1403314475691015313113']
['0x111033443811811341156378415962151167145', '0x7465517685', 'ST创兴', '7355809WB7KEIF3', '荣丰控股', '737462HU9S9DTV8', '2020-11-06 10:45:43', '普通发票', '15.1%', 253, 53592, 53845, 1, 3, '10kg', 1604630743946371000, '0x05415860121182313121110']
['0x12213407291415791311161311391415311711101311030', '0x1212883899', '沃施股份', '739108USVBJMV83', '晨光文具', '732267ECFHFF431', '2020-11-06 10:45:43', '专业发票', '11.35%', 870, 71230, 72100, 3, 3, '8kg', 1604630743946875200, '0x1022710010513893214012']
['0x43141311310111321414138125105974121214011873110', '0x8009054638', '申通地铁', '730357EIH33KLVX', '环旭电子', '736512YSS67YA6X', '2020-11-06 10:45:43', '增值税发票', '15.92%', 216, 17526, 17742, 3, 1, '7kg', 1604630743946933400, '0x62718215413911134513']
['0x814123155116131511214807712251117148107183810', '0x8922550344', '证券简称', '736763JRERB3H54', '地素时尚', '738550Q2Q5VUEH8', '2020-11-06 10:45:43', '普通发票', '10.19%', 914, 29705, 30619, 1, 1, '11kg', 1604630743946933400, '0x041489151581229120907']
['0x136311741585315713712075140153151564172010', '0x6018795813', '万达信息', '7324609HBLXQ8M9', '信息发展', '732897N308J4BK4', '2020-11-06 10:45:43', '专业发票', '13.85%', 610, 41711, 42321, 3, 2, '4kg', 1604630743946933400, '0x67961154125540146134']
['0x541301259100121273118513537101301121917015', '0x0278777418', '汇纳科技', '739027AR27XJQ5X', '上海洗霸', '730623QPOXS2QF0', '2020-11-06 10:45:43', '专业发票', '13.13%', 1094, 47840, 48934, 1, 2, '3kg', 1604630743946933400, '0x634281056132128311311']
['0x8143141577439251211171215145360121335131110', '0x3914183790', '中国核建', '7336417CGJ9SL35', '菲林格尔', '7313040BPF80YMX', '2020-11-06 10:45:43', '专业发票', '13.22%', 349, 59586, 59935, 3, 3, '4kg', 1604630743946933400, '0x01425593755101315870']
['0x798123151306313803152674011312012126111410515', '0x6751965862', '晶丰明源', '7347372A9BX0IL4', '科博达', '734084BYDM98AE7', '2020-11-06 10:45:43', '增值税发票', '10.32%', 734, 24961, 25695, 2, 2, '6kg', 1604630743946933400, '0x31450331312138131072915']
['0x12147516412123948151112115112122127151414823', '0x8280152988', '隧道股份', '7332763RDE6X229', '柏楚电子', '7388021KSTN0P29', '2020-11-06 10:45:43', '专业发票', '14.31%', 697, 57391, 58088, 3, 2, '4kg', 1604630743946933400, '0x1012107214107157411079']
